property,value,unit,cmp_ids,cmp_mole_fractions
Enthalpy of mixing,0.3618782180715907,kJ/mol,"[6.0, 74.0, 77.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.5220086140389667,kJ/mol,"[48.0, 38.0, 5.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.6308451095236086,kJ/mol,"[45.0, 48.0, 59.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3378081337327918,kJ/mol,"[28.0, 74.0]","[0.5, 0.5]"
Enthalpy of mixing,0.2446782850036049,kJ/mol,"[48.0, 14.0, 44.0, 72.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.8954378656397213,kJ/mol,"[35.0, 14.0, 27.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4088113971051734,kJ/mol,"[12.0, 19.0, 8.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.643420664282275,kJ/mol,"[64.0, 8.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6315644731025974,kJ/mol,"[35.0, 60.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.182554599652731,kJ/mol,"[75.0, 12.0, 73.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.7390599232561,kJ/mol,"[12.0, 73.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.2669883281481122,kJ/mol,"[28.0, 48.0, 6.0, 18.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.8507501585948523,kJ/mol,"[6.0, 38.0, 7.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.4082952072691375,kJ/mol,"[44.0, 8.0, 27.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.030718592009085,kJ/mol,"[70.0, 53.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.7206800057030215,kJ/mol,"[76.0, 29.0, 14.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.1346333940258748,kJ/mol,"[68.0, 54.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.178872817320323,kJ/mol,"[12.0, 14.0, 34.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.9493731713938668,kJ/mol,"[47.0, 60.0]","[0.6, 0.4]"
Enthalpy of mixing,1.6372689371023277,kJ/mol,"[35.0, 38.0, 27.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.607242636789433,kJ/mol,"[50.0, 27.0]","[0.5, 0.5]"
Enthalpy of mixing,0.0166574505049783,kJ/mol,"[4.0, 65.0, 6.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.0475848999477866,kJ/mol,"[58.0, 8.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.1636954907919694,kJ/mol,"[65.0, 48.0]","[0.8, 0.2]"
Enthalpy of mixing,1.003879714880616,kJ/mol,"[12.0, 67.0, 8.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2577577741208137,kJ/mol,"[48.0, 34.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5836083934019476,kJ/mol,"[4.0, 6.0, 66.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.1287124380030016,kJ/mol,"[75.0, 65.0, 48.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.1492763569616298,kJ/mol,"[15.0, 38.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.1420552199894089,kJ/mol,"[76.0, 25.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-3.779235630066216,kJ/mol,"[76.0, 54.0, 66.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-2.158742144774925,kJ/mol,"[75.0, 39.0]","[0.8, 0.2]"
Enthalpy of mixing,0.9428121356659508,kJ/mol,"[2.0, 48.0, 72.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.2122078815169692,kJ/mol,"[4.0, 72.0, 38.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2156466542526167,kJ/mol,"[48.0, 6.0, 77.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.8275378932111292,kJ/mol,"[62.0, 38.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.2938616410988096,kJ/mol,"[48.0, 19.0, 27.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0836002787207413,kJ/mol,"[37.0, 38.0]","[0.6, 0.4]"
Enthalpy of mixing,0.5206828446061685,kJ/mol,"[72.0, 38.0, 67.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.41730663471663,kJ/mol,"[48.0, 53.0, 8.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.2315397212210808,kJ/mol,"[48.0, 37.0, 74.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2006937654403665,kJ/mol,"[13.0, 72.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.711862640757729,kJ/mol,"[75.0, 12.0, 50.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.2499111234090199,kJ/mol,"[48.0, 3.0]","[0.8, 0.2]"
Enthalpy of mixing,-0.4812880918617286,kJ/mol,"[24.0, 53.0, 8.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.5464834144880303,kJ/mol,"[48.0, 63.0]","[0.2, 0.8]"
Enthalpy of mixing,1.1077212140722248,kJ/mol,"[13.0, 6.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.6698143345751972,kJ/mol,"[41.0, 50.0, 73.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7424522421453152,kJ/mol,"[11.0, 72.0, 67.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.3186133697326502,kJ/mol,"[76.0, 12.0, 70.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5396996074248992,kJ/mol,"[64.0, 44.0, 72.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.6364915390704768,kJ/mol,"[38.0, 53.0, 27.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.3112887480767435,kJ/mol,"[51.0, 74.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,2.233216198203229,kJ/mol,"[11.0, 29.0, 14.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.0763681529264155,kJ/mol,"[28.0, 67.0]","[0.6, 0.4]"
Enthalpy of mixing,-0.9484227338559398,kJ/mol,"[6.0, 77.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.5726191268093042,kJ/mol,"[50.0, 53.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8806076753786702,kJ/mol,"[72.0, 47.0, 74.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.9214642293208084,kJ/mol,"[38.0, 1.0]","[0.5, 0.5]"
Enthalpy of mixing,0.5773966546873835,kJ/mol,"[75.0, 70.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-2.39984067975588,kJ/mol,"[45.0, 61.0, 54.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.0199978599093939,kJ/mol,"[38.0, 53.0]","[0.8, 0.2]"
Enthalpy of mixing,0.1355601134571476,kJ/mol,"[28.0, 48.0, 67.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.1277171040900286,kJ/mol,"[48.0, 14.0, 44.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2305031640831035,kJ/mol,"[12.0, 60.0, 23.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.774216307433016,kJ/mol,"[43.0, 48.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.333670943887874,kJ/mol,"[72.0, 8.0, 7.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6332350566843219,kJ/mol,"[6.0, 37.0]","[0.8, 0.2]"
Enthalpy of mixing,0.5504106432361918,kJ/mol,"[11.0, 35.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.3789091946145806,kJ/mol,"[11.0, 2.0, 64.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.271105139062103,kJ/mol,"[6.0, 67.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.3468244480730166,kJ/mol,"[48.0, 63.0, 72.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9283811198104532,kJ/mol,"[48.0, 6.0, 38.0, 7.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.2326976026330232,kJ/mol,"[12.0, 62.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.7804087454554445,kJ/mol,"[76.0, 48.0, 21.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0989967859624749,kJ/mol,"[28.0, 1.0, 31.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.052303000837362,kJ/mol,"[48.0, 38.0]","[0.4, 0.6]"
Enthalpy of mixing,0.3646093703529758,kJ/mol,"[12.0, 64.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.3899910934552685,kJ/mol,"[28.0, 17.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0324746285326819,kJ/mol,"[14.0, 60.0]","[0.8, 0.2]"
Enthalpy of mixing,0.0394047270171911,kJ/mol,"[48.0, 6.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.2722041807385744,kJ/mol,"[75.0, 73.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.2591196748118606,kJ/mol,"[48.0, 6.0, 71.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.015207568847477,kJ/mol,"[54.0, 7.0, 31.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9485531558725228,kJ/mol,"[11.0, 14.0, 67.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.0089051239640065,kJ/mol,"[45.0, 20.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.3323443239112392,kJ/mol,"[16.0, 48.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.949514312907352,kJ/mol,"[28.0, 72.0, 49.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.4037840064384432,kJ/mol,"[11.0, 29.0, 72.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5069124314650304,kJ/mol,"[12.0, 24.0, 8.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.2717496634073386,kJ/mol,"[75.0, 59.0]","[0.2, 0.8]"
Enthalpy of mixing,1.0500379906429411,kJ/mol,"[64.0, 38.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.0513356463893456,kJ/mol,"[72.0, 3.0, 53.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.0883863963555066,kJ/mol,"[48.0, 72.0, 74.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.9372276504892456,kJ/mol,"[68.0, 4.0, 6.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.2879288838532289,kJ/mol,"[34.0, 38.0, 53.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.8935409147689587,kJ/mol,"[30.0, 28.0, 48.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.0748627747342531,kJ/mol,"[12.0, 72.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3709681963360965,kJ/mol,"[14.0, 64.0, 44.0, 72.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.0495952726931301,kJ/mol,"[64.0, 72.0, 8.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.7349506384442209,kJ/mol,"[45.0, 21.0, 31.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.2208973255139107,kJ/mol,"[6.0, 63.0, 8.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.264781201142821,kJ/mol,"[12.0, 35.0, 72.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1909304808126067,kJ/mol,"[2.0, 48.0, 53.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.766436850520558,kJ/mol,"[11.0, 14.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.0599150138369804,kJ/mol,"[58.0, 38.0, 53.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.2014265069543578,kJ/mol,"[48.0, 74.0, 31.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.3473914991389271,kJ/mol,"[72.0, 24.0, 53.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.8645692848777593,kJ/mol,"[35.0, 48.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.1161846694357001,kJ/mol,"[19.0, 72.0, 23.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7125728315589842,kJ/mol,"[12.0, 13.0, 64.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0684382246013061,kJ/mol,"[15.0, 74.0]","[0.4, 0.6]"
Enthalpy of mixing,0.8074540602935399,kJ/mol,"[15.0, 48.0, 6.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.9046699979921984,kJ/mol,"[6.0, 19.0, 8.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0035789255547993,kJ/mol,"[28.0, 72.0, 57.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.2057353019342862,kJ/mol,"[75.0, 12.0, 29.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.1765240938971482,kJ/mol,"[64.0, 60.0, 23.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.2374671384578726,kJ/mol,"[12.0, 41.0, 73.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.0811030126200582,kJ/mol,"[75.0, 44.0, 50.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
